Year,Month,State,State_Pop, State_Threshold,Declaration_Number,County,Met_Threshold,County_Pop, County_Threshold ,Applicant_Id,SLTT_Organization_Id,Applicant_Name,Cat_A,Cat_B,Cat_C,Cat_D,Cat_E,Cat_F,Cat_G,Total
2025,April,MI,10077409,19046303.01,4880,Emmet,true,34112,150092.8,255343,9422,MIchigan Department of Technology/Management & Budget,76928,57275,  ,  ,  ,96696,  ,230896
2025,April,MI,10077417,19046318.13,4880,Emmet,true,34112,150092.8,255343,9422,MIchigan Department of Technology/Management & Budget,51629,  ,  ,  ,  ,  ,  ,51629
2025,April,MI,10077421,19046325.69,4880,Emmet,true,34112,150092.8,255343,9422,MIchigan Department of Technology/Management & Budget,  ,91345,  ,  ,  ,  ,  ,91345
2025,April,MI,10077419,19046321.91,4880,Emmet,true,34112,150092.8,255343,9422,MIchigan Department of Technology/Management & Budget,  ,  ,  ,  ,  ,  ,  ,          
2025,April,MI,10077469,19046416.41,4880,Otsego,true,25091,110400.4,255343,9422,MIchigan Department of Technology/Management & Budget,1004666,  ,12799,  ,  ,  ,  ,1017465
2025,April,MI,10077333,19046159.37,4880,Alcona,true,10167,44734.8,255343,9422,MIchigan Department of Technology/Management & Budget,5938,  ,  ,  ,  ,  ,  ,5938
2025,April,MI,10077346,19046183.94,4880,Alpena,true,28907,127190.8,255343,9422,MIchigan Department of Technology/Management & Budget,328012,  ,22721,  ,  ,  ,  ,350733
2025,April,MI,10077412,19046308.68,4880,Emmet,true,34112,150092.8,255343,9422,MIchigan Department of Technology/Management & Budget,51488,  ,  ,  ,  ,  ,  ,51487
2025,April,MI,10077407,19046299.23,4880,Emmet,true,34112,150092.8,255343,9422,MIchigan Department of Technology/Management & Budget,590987,73167,  ,  ,  ,134948,  ,799100
2025,April,MI,10077358,19046206.62,4880,Antrim,true,23431,103096.4,255343,9422,MIchigan Department of Technology/Management & Budget,11851,  ,  ,  ,  ,  ,  ,11851
2025,April,MI,10077416,19046316.24,4880,Emmet,true,34112,150092.8,255343,9422,MIchigan Department of Technology/Management & Budget,  ,  ,  ,  ,  ,  ,  ,          
2025,April,MI,10077389,19046265.21,4880,Cheboygan,true,25579,112547.6,255343,9422,MIchigan Department of Technology/Management & Budget,103866,  ,  ,  ,  ,  ,  ,103866
2025,April,MI,10077400,19046286,4880,Crawford,true,12988,57147.2,255343,9422,MIchigan Department of Technology/Management & Budget,73039,  ,  ,  ,  ,  ,  ,73039
2025,April,MI,10077438,19046357.82,4880,Mackinac,true,10834,47669.6,255343,9422,MIchigan Department of Technology/Management & Budget,15915,  ,  ,  ,  ,  ,  ,15915
2025,April,MI,10077426,19046335.14,4880,Kalkaska,true,17939,78931.6,255343,9422,MIchigan Department of Technology/Management & Budget,14668,  ,  ,  ,  ,  ,  ,14668
