county,event_id,applicant,applicant_type,status_raw,status_norm,cat_a,cat_b,cat_c,cat_d,cat_e,cat_f,cat_g,total_calc,wb_row_total,comment,comment_html
Crawford,E1,Au Sable Woods Association,Government,Complete,complete,0.0,0.0,20080.0,0.0,0.0,0.0,0.0,20080.0,20080.0,"CAT C: Estimated $20,080 emergency road and culvert repairs to pre-disaster condition. Validated $20,080 contractor invoices","CAT C: <b>Estimated $20,080</b> emergency road and culvert repairs to pre-disaster condition. <b>Validated $20,080 </b>contractor invoices"
Crawford,E1,MDNR- Crawford County,Government,Complete,complete,0.0,0.0,0.0,0.0,0.0,0.0,804.0,804.0,804.0,Cat. G: Estimated $804.28 Validated $804.28 in repairs for trail repairs applicant supplied cost estimate.,Cat. G: <b>Estimated $804.28 Validated $804.28</b> in repairs for trail repairs applicant supplied cost estimate.
Eaton,E1,Eaton County Drain Commission,County,Complete,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Cat D - Estimated $2,670 for work on drain systems after the storm. Reduced $2,670 for work not being conducted and not meeting the FY26 minimum project threshold of $4,100.","<b>Cat D - Estimated $2,670</b> for work on drain systems after the storm. <b>Reduced $2,670</b> for work not being conducted and not meeting the FY26 minimum project threshold of $4,100."
Eaton,E1,Eaton County Road Commission,County,Complete,complete,0.0,8565.56,503921.9,0.0,0.0,0.0,0.0,512487.46,512487.46,"Cat B - Estimated $8,565.57 for emergency response measures including placing and retreiving barricades and flagging for shoulder washout repairs. Reduced $8,281.15 due to ineligible labor costs outside of the incident period and also being straight time labor. Remaining $284.42 from applicant documents does not meet threshold. Validated: $0 due to the $4,100 FY26 minimum project threshold not being met.
Cat C - Estimated $620,271 for repairs to jurisdiction-wide road washouts, erosion to road embankment, and culvert damages. Costs include force account labor and equipment. Reduced: $116,349.10 for ineligible costs that are outside of the incident period. Validated: $503,921.90 based on applicant documents.","<b>Cat B - Estimated $8,565.57</b> for emergency response measures including placing and retreiving barricades and flagging for shoulder washout repairs. <b>Reduced $8,281.15 </b>due to ineligible labor costs<b> </b>outside of the incident period and also being straight time labor. Remaining<b> </b>$284.42 from applicant documents does not meet threshold. <b>Validated: $0 </b>due to the $4,100 FY26 minimum project threshold not being met.<br><b>Cat C - Estimated $620,271</b> for repairs to jurisdiction-wide road washouts, erosion to road embankment, and culvert damages. Costs include force account labor and equipment. <b>Reduced: $116,349.10 </b>for ineligible costs that are outside of the incident period. <b>Validated: $503,921.90</b> based on applicant documents."
Eaton,E1,Village of Mulliken,City,Complete,complete,0.0,0.0,0.0,124264.1,0.0,0.0,0.0,124264.1,124264.1,"Cat D - Estimated $124,264.10 for repairs on a sewage system after the storms.Validated $124.264.10 based on applicant documentation","<b>Cat D - Estimated $124,264.10</b> for repairs on a sewage system after the storms.<b>Validated $124.264.10</b> based on applicant documentation"
Eaton,E1,Michigan State Police- EOC,Government,Complete,complete,0.0,172059.0,0.0,0.0,0.0,0.0,0.0,172059.0,172059.0,"Cat. B- Estimated $172,059  State Emergency Operation Center costs Validated $172,059 applicant provided cost summaries detailing expenses","<b>Cat. B- Estimated $172,059 </b> State Emergency Operation Center costs <b>Validated $172,059 </b>applicant provided cost summaries detailing expenses"
Eaton,E1,EGLE,Government,Complete,complete,0.0,15666.48,0.0,0.0,0.0,0.0,0.0,15666.48,15666.48,"Cat. B- Estimated $15,668 EGLE provided technical support to the State Emergency Operation Center costs Validated $15,668 applicant provided cost summaries detailing expenses","<b>Cat. B- Estimated $15,668</b> EGLE provided technical support to the State Emergency Operation Center costs <b>Validated $15,668 </b>applicant provided cost summaries detailing expenses"
Emmet,E1,Pellston Regional Airport,Other,Complete,complete,0.0,191373.9,0.0,0.0,6000.0,0.0,0.0,197373.9,197373.9,"CAT B: Estimated $191,373.90 for 30 days of emergency pumping, trenching and sandbagging to redirect floodwaters and minimize runway water damage. Runway closure signs were purchased to prevent aircraft from using the runway. Taxiway edge material was lost from floodwater erosion. Reduced: $0.00. Validated: $191,373.90 with Applicant provided estimates, FEMA equipment cost codes, and photos.
CAT E: Estimated $6,000 for water corrosion to airfield signs due to flooding. Reduced: $0.00. Validated: $6,000 utilizing Applicant provided damage inventory report.","<b>CAT B: Estimated</b><b> $191,373.90</b><b> </b>for 30 days of emergency pumping, trenching and sandbagging to redirect floodwaters and minimize runway water damage. Runway closure signs were purchased to prevent aircraft from using the runway. Taxiway edge material was lost from floodwater erosion. <b>Reduced: $0.00</b>. <b>Validated: $191,373.90</b> with Applicant provided estimates, FEMA equipment cost codes, and photos.<b><br>CAT E: Estimated</b> <b>$6,000</b> for water corrosion to airfield signs due to flooding.<b> Reduced: $0.00. Validated: $6,000</b> utilizing Applicant provided damage inventory report."
Emmet,E1,Emmet County Park & Recreation Department,County,Complete,complete,0.0,0.0,0.0,0.0,0.0,0.0,75175.76,75175.76,75175.76,"CAT G:  Estimate $791,141.76 for damages to a regularly maintained camp beach washout, a walking bridge washout, gravel campsite washouts, a parking lot sink hole, six boardwalk washouts, and a vehicular bridge. Reduced:  $715,966.00 claimed vehicle bridge was still under flood water and damages could not be assessed, remaining costs were provided in a lump sum for the walking bridge, which had washed away during the flood, FEMA's engineer created a cost estimate for replacement of bridge using dimmensions and pre-disaster photos . Validated:  $75,175.76 camp beach washout, campsite, parking lot sink hole, pedestrian bridge and boardwalk using applicant photos, estimates, invoices, and FEMA's engineer estimate for the walking bridge.","CAT G:  Estimate $791,141.76 for damages to a regularly maintained camp beach washout, a walking bridge washout, gravel campsite washouts, a parking lot sink hole, six boardwalk washouts, and a vehicular bridge. <b>Reduced:  $715,966.00</b> claimed vehicle bridge was still under flood water and damages could not be assessed, remaining costs were provided in a lump sum for the walking bridge, which had washed away during the flood, FEMA&#x27;s engineer created a cost estimate for replacement of bridge using dimmensions and pre-disaster photos . <b>Validated:  $75,175.76</b> camp beach washout, campsite, parking lot sink hole, pedestrian bridge and boardwalk using applicant photos, estimates, invoices, and FEMA&#x27;s engineer estimate for the walking bridge."
Emmet,E1,MDNR - Emmet County,Government,Complete,complete,0.0,0.0,0.0,0.0,0.0,0.0,5468.0,5468.0,5468.0,"CAT G: Estimate $5,468 for flood damages to a gravel boat launch, Sturgeon Bay trail, and to conduct emergency vault pumping. Reduced: $0.00. Validated $5,468 for repairs to gravel launch, Sturgeon Bay trail, and emergency vault pumping utilizing applicant provided estimates.","<b>CAT G: Estimate $5,468 </b>for flood damages to a gravel boat launch, Sturgeon Bay trail, and to conduct emergency vault pumping.<b> Reduced: $0.00. Validated $5,468</b> for repairs to gravel launch, Sturgeon Bay trail, and emergency vault pumping utilizing applicant provided estimates."
Grand Traverse,E1,Garfield Township,Government,Complete,complete,0.0,0.0,0.0,0.0,73925.12,0.0,60346.27,134271.39,134271.38999999998,"Cat E: Estimated: $184,312.80 ($175,967.80 and $8,345 contracts) to clean, sanitize, and remove indoor flooring at the YMCA South location. Validated with photos, invoices, and insurance denial letter. Validated: $73,925.12 Reduced: $110,387.68 because located in a floodplain for estimated NFIP proceeds Applicant would have received had been covered coverage. See attached spreadsheet for calculations. Applicant indicates lease agreement does not put costs onto lesee entity.
Cat G: Estimated: $60,346.27 Validated: $60,346.27  Reduced: $0
  - TC Commons Garfield Trail: FEMA eng. estimated 200 FT x 3 FT x 2 FT deep trail (45 CY x 60.33 per CY = $2,715) washout repair based on photos. 
  - Boardman River Trail, provided lump sum of $50,000 for mud on trails, 2 displaced bridges. Validated reasonable sum based on photos/GPS coordinates.
  - Staff costs to clean flooded pickleball court: $7,631.27
Note: Initial spreadsheet included $65,000 several items that ended up not being damaged by the incident or will fall under Grand Traverse Parks. 
Note: Trail/Pickleball restoration will likely include both Cat A and B work, not split out.","<b><br>Cat E: Estimated: $184,312.80</b> ($175,967.80 and $8,345 contracts) to clean, sanitize, and remove indoor flooring at the YMCA South location. Validated with photos, invoices, and insurance denial letter. <b>Validated: $73,925.12 Reduced: $110,387.68 </b>because located in a floodplain for estimated NFIP proceeds Applicant would have received had been covered coverage. See attached spreadsheet for calculations.<b> </b>Applicant indicates lease agreement does not put costs onto lesee entity.<br><b>Cat G</b>: <b>Estimated:</b> <b>$60,346.27</b> <b>Validated: $60,346.27  Reduced: $0</b><br>  - TC Commons Garfield Trail: FEMA eng. estimated 200 FT x 3 FT x 2 FT deep trail (45 CY x 60.33 per CY = $2,715) washout repair based on photos.<b> <br>  </b>-<b> </b>Boardman River Trail, provided lump sum of $50,000 for mud on trails, 2 displaced bridges. Validated reasonable sum based on photos/GPS coordinates.<br>  - Staff costs to clean flooded pickleball court: $7,631.27<br>Note:<b> </b>Initial spreadsheet included $65,000 several items that ended up not being damaged by the incident or will fall under Grand Traverse Parks. <br>Note: Trail/Pickleball restoration will likely include both Cat A and B work, not split out. <br>"
Grand Traverse,E1,Traverse City,City,Complete,complete,0.0,0.0,35750.0,0.0,0.0,0.0,294071.0,329821.0,329821.0,"Cat A: Estimated: $2,066.02 for tree removal, removal of debris from creeks. Reduced: $2,066.02 for being below the FY 26 minimum project threshold
Cat B: Estimated: $1,385.72 for barricading, sandbagging, temporary emergency repairs, emergency response activities. Reduced $1,385.72 for being below the FR 26 minimum project threshold. 
Cat C: Estimated: $35,750 for damaged sidewalk underneath N Union St. Bridge. Validated: $35,750 using applicant provided pictures, invoices, and documents. 
Cat G: Estimated: $294,071 for a destroyed wooden footpath bridge, sink hole in parking lot, replacement of destroyed sidewalk in parking lot sink hole, and erosions of parking lot. Validated: $294,071 using applicant provided pictures, invoices, and documents. 
-Site 1 Estimated: $135,108, Grasshopper pedestrian bridge. Validated: $135,108 using applicant provided pictures and invoices
-Site 2 Estimated: $96,463 Lot A sidewalk that fell into the adjacent stream after a sinkhole formed underneath the pavement. Validated: $96,463 using applicant provided pictures and invoices, cost updated to include additional replacement of lost sidewalk that was not included in initial estimates. 
-Site 3 Estimated: $62,500 Lot K, erosion of embankment and retaining wall adjacent to a parking lot by the stream, the erosion resulted in a loss of retaining wall and fill material. Validated: $62,500 using applicant provided invoices and pictures","<b>Cat A: Estimated: $2,066.02</b> for tree removal, removal of debris from creeks. <b>Reduced: $2,066.02</b> for being below the FY 26 minimum project threshold<br><b>Cat B: Estimated: $1,385.72</b> for barricading, sandbagging, temporary emergency repairs, emergency response activities. <b>Reduced $1,385.72</b> for being below the FR 26 minimum project threshold. <br><b>Cat C: Estimated: $35,750</b> for damaged sidewalk underneath N Union St. Bridge. <b>Validated: $35,750</b> using applicant provided pictures, invoices, and documents. <br><b>Cat G: Estimated: $294,071</b> for a destroyed wooden footpath bridge, sink hole in parking lot, replacement of destroyed sidewalk in parking lot sink hole, and erosions of parking lot. <b>Validated: $294,071</b> using applicant provided pictures, invoices, and documents. <br>-Site 1 Estimated: $135,108, Grasshopper pedestrian bridge. Validated: $135,108 using applicant provided pictures and invoices<br>-Site 2 Estimated: $96,463<b> </b>Lot A sidewalk that fell into the adjacent stream after a sinkhole formed underneath the pavement. Validated: $96,463 using applicant provided pictures and invoices, cost updated to include additional replacement of lost sidewalk that was not included in initial estimates. <br>-Site 3 Estimated: $62,500 Lot K, erosion of embankment and retaining wall adjacent to a parking lot by the stream, the erosion resulted in a loss of retaining wall and fill material.<b> </b>Validated: $62,500<b> </b>using applicant provided invoices and pictures"
Grand Traverse,E1,Grand Traverse County Roads,County,Complete,complete,198000.0,138929.52,1657333.52,0.0,0.0,0.0,0.0,1994263.04,1994263.04,"Cat A: Estimated $198,000 for debris removal on roads at 13 sites.  Validated: $198,000, pending RFI for additional $21,000. Potential to add less than $100,000 from 1 more site.
Cat B: Estimated: $0 initially. Validated: $138,929.52 with contract invoices for emergency pumping, barricades and traffic control for FHWA roads and other facilities.
Cat C: Estimated: $12,738,000 for WC/WTBC road repairs at 173 sites. Validated: $1,657,333.52 with a sampling of cost estimates, provided invoices, F/A Labor/Equipment Summaries, and photos showing damage with reasonable lump sums. Reduced: $11,080,666.48 for repairs to FHWA roads and clarifying certain estimated costs were not in-kind. See ""Grand Traverse Roads Commission Validation Sheet"" for detailed information by WO.
Top-line notes:
   - Reduced $6,771,899.98 for 35 repair sites located on federal-aid roads
   - Reduced $3,855,628.50 on Brown Bridge Rd originally estimated full replacement including upgrade to spanned bridge ($4m), actual repair involves unearthing and repacking two large culverts, not bridge replacement. Applicant provided a contract quote for repairs and emergency repairs totaling $144,371.50.
   - Reduced $381,000 for other estimated repairs which are not in-kind (e.g., adding new culverts, upsizing culverts) at 9 sites
   - Reduced $72,138 after Applicant clarified SOW and provided in-kind costs for 2 sites - some of these costs were captured in the EPMs.
   - For approx 78 sites, FEMA validated either with photos with reasonable lump sum linked work orders, site visits, or cost documentation. Validated remaining 73 sites where photos were not provided or unclear which photos due to large sample. (approx. $538,000)","<b>Cat A: Estimated $198,000</b> for debris removal on roads at 13 sites.  <b>Validated:</b> <b>$198,000</b>, pending RFI for additional $21,000. Potential to add less than $100,000 from 1 more site.<br><b>Cat B: Estimated: $0 </b>initially. <b>Validated: $138,929.52</b> with contract invoices for emergency pumping, barricades and traffic control for FHWA roads and other facilities.<br><b>Cat C: Estimated: $12,738,000</b> for WC/WTBC road repairs at 173 sites. <b>Validated: $1,657,333.52 </b>with a sampling of cost estimates, provided invoices, F/A Labor/Equipment Summaries, and photos showing damage with reasonable lump sums. <b>Reduced: $11,080,666.48 </b>for repairs to FHWA roads and clarifying certain estimated costs were not in-kind. See &quot;Grand Traverse Roads Commission Validation Sheet&quot; for detailed information by WO.<br>Top-line notes:<br>   - Reduced $6,771,899.98 for 35 repair sites located on federal-aid roads<br>   - Reduced $3,855,628.50 on Brown Bridge Rd originally estimated full replacement including upgrade to spanned bridge ($4m), actual repair involves unearthing and repacking two large culverts, not bridge replacement. Applicant provided a contract quote for repairs and emergency repairs totaling $144,371.50.<br>   - Reduced $381,000 for other estimated repairs which are not in-kind (e.g., adding new culverts, upsizing culverts) at 9 sites<br>   - Reduced $72,138 after Applicant clarified SOW and provided in-kind costs for 2 sites - some of these costs were captured in the EPMs.<br>   - For approx 78 sites, FEMA validated either with photos with reasonable lump sum linked work orders, site visits, or cost documentation. Validated remaining 73 sites where photos were not provided or unclear which photos due to large sample. (approx. $538,000)"
Grand Traverse,E1,Grand Traverse County Parks,County,Complete,complete,0.0,4500.0,0.0,0.0,0.0,0.0,226075.57,230575.57,230575.57,"Cat A: Estimated: $0, for debris removal contract labor from park facilities and pathways. Validated: $4,500 using applicant provided invoices and activity descriptions
Cat G: Estimated: $2,255,000 for washed out trail restoration at several sites, replacement of a pedestrian bridge, repairs to a service road, and replacement of a scenic overlook. See more details at ""Grand Traverse Extra Notes."" Reduced: $2,028,924.43 - unable to validate most lump sums based on site visits or provided documentation. Revised $13m cost estimate did not tie to the observed damage. Validated: $226,075.57 using applicant provided estimate and pictures. 
- Oleson Bridge: Estimated: $800,000 to replace a footbridge. Reduced: $797,500 Photos show a tree that fell on one end of the bridge and limited washout around one abutment. Validated: $2,500 using FEMA engineer estimate for the removal of a tree and the repair/stabilization of the bridge abutment.
- Beaver Pond Trail: Estimated: $175,000, lump sum estimate provided. Reduced: $169,356.82 Validated $5,643.18 based on FEMA estimate of damaged dimensions to the trail.
- BRT service road: Estimated: $80,000 BRT service road washed out by the flood. Validated: $80,000 using applicant provided pictures and cost estimate
- Oleson trail washout: Estimated $500,000 with lump sum cost. Reduced: $ because unable to tie cost to work to restore the trail to pre-disaster conditions. Validated: $12,124.27 with FEMA eng. cost estimate to repair the trail. 
- Keystone Overlook: Estimated: $200,000.00 lump sum. Validated: $105,883.22 based on FEMA engineer estimate. Reduced. $94,116.78 - unable to tie lump sum to lump sum.
- Keystone Rapids Trail: Estimated: $500,000 with lump sum cost. Reduced: $180,075.10 due to lump sums provided not tied to trail restoration. Validated: $19,924.90 with FEMA engineer estimate to restore to predisaster conditions.","<b>Cat A: Estimated</b>: <b>$0</b>, for debris removal contract labor from park facilities and pathways. <b>Validated: $4,500 </b>using applicant provided invoices and activity descriptions<br><b>Cat G: Estimated: $2,255,000</b> for washed out trail restoration at several sites, replacement of a pedestrian bridge, repairs to a service road, and replacement of a scenic overlook. See more details at &quot;Grand Traverse Extra Notes.&quot;<b> Reduced:</b> $2,028,924.43 - unable to validate most lump sums based on site visits or provided documentation. Revised $13m cost estimate did not tie to the observed damage. <b>Validated: $226,075.57</b> using applicant provided estimate and pictures. <br>- Oleson Bridge: Estimated: $800,000 to replace a footbridge. Reduced: $797,500<b> </b>Photos show a tree that fell on one end of the bridge and limited washout around one abutment.<b> </b>Validated: $2,500 using FEMA engineer estimate for the removal of a tree and the repair/stabilization of the bridge abutment.<br>- Beaver Pond Trail: Estimated: $175,000, lump sum estimate provided. Reduced: $169,356.82 Validated $5,643.18 based on FEMA estimate of damaged dimensions to the trail.<br>- BRT service road: Estimated: $80,000 BRT service road washed out by the flood. Validated: $80,000 using applicant provided pictures and cost estimate<br>- Oleson trail washout: Estimated $500,000 with lump sum cost. Reduced: $ because unable to tie cost to work to restore the trail to pre-disaster conditions. Validated: $12,124.27 with FEMA eng. cost estimate to repair the trail. <br>- Keystone Overlook: Estimated: $200,000.00 lump sum. Validated: $105,883.22 based on FEMA engineer estimate. Reduced. $94,116.78 - unable to tie lump sum to lump sum.<br>- Keystone Rapids Trail: Estimated: $500,000 with lump sum cost. Reduced: $180,075.10 due to lump sums provided not tied to trail restoration. Validated: $19,924.90 with FEMA engineer estimate to restore to predisaster conditions.<br>"
Grand Traverse,E1,MDNR - Grand Traverse County,Government,Complete,complete,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,1400.0,1400.0,"Cat G: Estimated: $1,400 for repairs to parking lot, bathrooms, and roadways/access site. Validated: $1,400 using applicant provided cost estimates","<b>Cat G: Estimated: $1,400</b> for repairs to parking lot, bathrooms, and roadways/access site. <b>Validated: $1,400</b> using applicant provided cost estimates"
Gratiot,E1,Alma College,Other,Complete,complete,0.0,0.0,15580.0,0.0,0.0,0.0,0.0,15580.0,15580.0,"Cat C: Estimated: $13,930 for contract work to repair parking lot and road catch basins (two) in the facility parking lot and road due to flooding. Validated: $13,5930 using applicant-provided contract estimates and photos.","<b>Cat C: Estimated:</b> $13,930 for contract work to repair parking lot and road catch basins (two) in the facility parking lot and road due to flooding. <b>Validated: $13,5930 </b>using applicant-provided contract estimates and photos.<b> </b>"
Gratiot,E1,City of Alma,City,Complete,complete,0.0,0.0,0.0,0.0,8591.26,0.0,0.0,8591.26,8591.26,"Cat C: Estimated: $8,591.26 for force account labor, materials, and equipment used to repair a sewer lateral connection and storm line. Validated: $8,591.26 from maintenance cost reports provided by the applicant, documenting repairs to the sewer lateral connection and storm line. Work included adding gravel to repair a road washout, hydroexcavation to repair the storm pipe, and replacement of sidewalk.","<b>Cat C: Estimated: </b>$8,591.26 for force account labor, materials, and equipment used to repair a sewer lateral connection and storm line. <b>Validated:</b> $8,591.26 from maintenance cost reports provided by the applicant, documenting repairs to the sewer lateral connection and storm line. Work included adding gravel to repair a road washout, hydroexcavation to repair the storm pipe, and replacement of sidewalk."
Gratiot,E1,City of St. Louis,City,Complete,complete,0.0,0.0,44730.0,0.0,0.0,0.0,0.0,44730.0,44730.0,"Cat C: Estimated: $44,730 for labor, materials, and equipment used to repair storm drains, street shoulder washouts, sinkholes, and sewer. Validated: $44,730 using applicant-provided street flooding repair estimates for work to restore storm drains, street damage, and sewer structure failure. The applicant also provided photos and descriptions of work at each site.","<b>Cat C: Estimated: </b>$44,730 for labor, materials, and equipment used to repair storm drains, street shoulder washouts, sinkholes, and sewer. <b>Validated:</b> $44,730 using applicant-provided street flooding repair estimates for work to restore storm drains, street damage, and sewer structure failure. The applicant also provided photos and descriptions of work at each site."
Gratiot,E1,Fulton Township,Municipality,Complete,complete,0.0,19284.33,0.0,0.0,0.0,4683.93,0.0,23968.26,23968.260000000002,"Cat B: Estimated: $19,284.33 for overtime force account labor, equipment, and materials used for emergency protective measures to keep the bypass pump functioning.
Validated: $19,284.33 using applicant-provided estimate summary sheets and photos. Cat F: Estimated: $4,683.93 for regular time force account labor for permanent work to restore the lift station board and phone dialer. Validated: $4,683.93 from summary sheets and photos provided by the applicant.","<b>Cat B: Estimated: </b>$19,284.33 for overtime force account labor, equipment, and materials used for emergency protective measures to keep the bypass pump functioning.<br><b>Validated</b>: $19,284.33 using applicant-provided estimate summary sheets and photos. <b>Cat F: Estimated</b>: $4,683.93 for regular time force account labor for permanent work to restore the lift station board and phone dialer. <b>Validated: </b>$4,683.93 from summary sheets and photos provided by the applicant.<br>"
Gratiot,E1,Gratiot Co Drain Commission,County,Complete,complete,5750.0,0.0,0.0,95900.0,0.0,0.0,0.0,101650.0,101650.0,"CAT A: Estimated: $5,750 for contracted removal of debris from grates and sediment removal to unclog the drain. Validated: $5,750 using applicant-provided estimates, cost breakdowns, and photos documenting the completed debris removal work. CAT D: Estimated: $132,783.06 for construction repairs to drainage systems #66 and #93, including labor, equipment, and materials. Reduced: $36,883.06 for soft costs such as engineering, legal, and construction services, as well as Flexamat material, which was excluded because it was not present before the disaster and was purchased prior to the event-- appears to be mitigation. These reductions were evaluated and confirmed by the Region 5 FEMA Engineer based on the estimates provided. Validated: $95,900 using applicant-provided photos, detailed descriptions of drainage repairs, and estimates for contracts, equipment, and materials used to complete the work. The Region 5 FEMA Engineer also reviewed and validated these costs and repairs.","<b>CAT A: Estimated</b>: $5,750 for contracted removal of debris from grates and sediment removal to unclog the drain.<b> Validated:</b> $5,750 using applicant-provided estimates, cost breakdowns, and photos documenting the completed debris removal work. <b>CAT D:</b> <b>Estimated:</b> $132,783.06 for construction repairs to drainage systems #66 and #93, including labor, equipment, and materials. <b>Reduced:</b> $36,883.06 for soft costs such as engineering, legal, and construction services, as well as Flexamat material, which was excluded because it was not present before the disaster and was purchased prior to the event-- appears to be mitigation. These reductions were evaluated and confirmed by the Region 5 FEMA Engineer based on the estimates provided. <b>Validated: </b>$95,900 using applicant-provided photos, detailed descriptions of drainage repairs, and estimates for contracts, equipment, and materials used to complete the work. The Region 5 FEMA Engineer also reviewed and validated these costs and repairs."
Gratiot,E1,Village of Perrinton,Municipality,Complete,complete,6337.22,0.0,0.0,0.0,0.0,5324.17,0.0,11661.39,11661.39,"Cat A: Estimated: $6,337.22 for force account labor, equipment, and fuel to perform debris removal from public roadways.Validated: $6,337.22 with applicant provided cost estimate breakdown of debris removal work performed and photos. Cat F: Estimated: $5,324.17 for force account labor, equipment, and materials used to repair the stand-by generator. Validated: $5,324.17 from estimates provided by the applicant and photos of the repaired generator.","<b>Cat A: Estimated: </b>$6,337.22 for force account labor, equipment, and fuel to perform debris removal from public roadways.<b>Validated: </b>$6,337.22 with applicant provided cost estimate breakdown of debris removal work performed and photos. <b>Cat F: Estimated:</b> $5,324.17 for force account labor, equipment, and materials used to repair the stand-by generator.<b> Validated:</b> $5,324.17 from estimates provided by the applicant and photos of the repaired generator."
Iron,E1,Iron County Road Commission,County,Complete,complete,0.0,0.0,383314.33,0.0,0.0,0.0,0.0,383314.33,383314.33,"Cat C: Estimated: $383,314.33 for contracted repairs and force account labor to restore roads, bridges, culverts, and drainage structures at 23 sites due to flooding. Validated: $383,314.33 using applicant-provided contract summaries, force account labor summary sheets, and photos documenting completed work at all 23 sites.","<b>Cat C: Estimated:</b> $383,314.33 for contracted repairs and force account labor to restore roads, bridges, culverts, and drainage structures at 23 sites due to flooding. <b>Validated:</b> $383,314.33 using applicant-provided contract summaries, force account labor summary sheets, and photos documenting completed work at all 23 sites."
Jackson,E1,Jackson County Road Commission,County,Complete,complete,0.0,0.0,117700.0,0.0,0.0,0.0,0.0,117700.0,117700.0,"CAT C: Estimated: $221,200 for storm drain failure and sink hole. Reduced: $103,500 for FHWA Road - $80K for FHWA road and $23,500 for contingency cost. Validated: $117,700 utilizing applicant provided cost summary and photos.","CAT C: <b>Estimated:</b> $221,200 for storm drain failure and sink hole. <b>Reduced:</b> $103,500 for FHWA Road - $80K for FHWA road and $23,500 for contingency cost. <b>Validated:</b> $117,700 utilizing applicant provided cost summary and photos.<br>"
Jackson,E1,Titler Farm Barn,,Complete,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CAT E: Estimated: $170,000 for collapsed pole barn. Reduced: $170,000 facility is a private residence.","<b>CAT E: Estimated:</b> $170,000 for collapsed pole barn. Reduced: $170,000 facility is a private residence. <br>"
Jackson,E1,Village of Parm,,Complete,complete,0.0,0.0,0.0,123738.0,0.0,0.0,0.0,123738.0,123738.0,"CAT D: Estimated: $553,738 for repair costs to catch basins, clay pipes, and culverts under homeowner driveways. Reduced: $430,000 for costs estimated for clay pipe repair, to date these pipes have not been assessed for damages FEMA can not validate costs for damages that have not been confirmed, reduction also includes costs estimated for upgrading culverts in a neighborhood with undersized culverts under driveways, upgrading these culverts would be considered a mitigation measure and this cannot be included in the PDA. Validated: $123,738 cleaning of storm sewers and catch basins the applicant confirmed were clogged in their narrative cost description.","<b>CAT D: Estimated: </b>$553,738 for repair costs to catch basins, clay pipes, and culverts under homeowner driveways. <b>Reduced:</b> $430,000 for costs estimated for clay pipe repair, to date these pipes have not been assessed for damages FEMA can not validate costs for damages that have not been confirmed, reduction also includes costs estimated for upgrading culverts in a neighborhood with undersized culverts under driveways, upgrading these culverts would be considered a mitigation measure and this cannot be included in the PDA. <b>Validated:</b> $123,738 cleaning of storm sewers and catch basins the applicant confirmed were clogged in their narrative cost description."
Kalamazoo,E1,"Kalamazoo, City of",City,Complete,complete,6742.0,0.0,0.0,0.0,11795.0,0.0,0.0,18537.0,18537.0,"CAT B: Estimated $16,710 for flood cleaning kits, and contractor/FAL OT for flood response. Reduced: $9,968 for ineligible flood cleaning kits. Validated: $6,742 utilizing Applicant provided cost summaries, emergency response descriptions.
CAT E: Estimated: $11,795 for damaged water pumps, fittings, and hoses, and FAE for utility repairs and traffic control. Validated: $11,795 utilizing Applicant provided cost estimate and damage descriptions.","<b>CAT B: Estimated $16,710</b> for flood cleaning kits, and contractor/FAL OT for flood response. <b>Reduced: $9,968</b> for ineligible flood cleaning kits. <b>Validated: $6,742</b> utilizing Applicant provided cost summaries, emergency response descriptions.<br><b>CAT E: Estimated: $11,795</b> for damaged water pumps, fittings, and hoses, and FAE for utility repairs and traffic control. <b>Validated: $11,795 </b>utilizing Applicant provided cost estimate and damage descriptions."
Kalkaska,E1,Boardman Township,Municipality,Complete,complete,0.0,0.0,0.0,91670.0,0.0,0.0,0.0,91670.0,91670.0,"CAT D: Estimated: $99,170 for stabilization of the hydroelectric dam, culvert installation, and pump setup, as well as pump operation during construction in response to flooding. Reduced: $7,500 for ineligible engineering (soft) costs. Validated: $91,670 using applicant-provided summary estimates and photos documenting the completed work.","<b>CAT D: Estimated:</b> $99,170 for stabilization of the hydroelectric dam, culvert installation, and pump setup, as well as pump operation during construction in response to flooding. Reduced: $7,500 for ineligible engineering (soft) costs. <b>Validated</b>: $91,670 using applicant-provided summary estimates and photos documenting the completed work.<br>"
