county,event_id,applicant,applicant_type,status_raw,status_norm,cat_a,cat_b,cat_c,cat_d,cat_e,cat_f,cat_g,total_calc,wb_row_total,comment,comment_html
Kalkaska,E1,Kalkaska Library,County,Complete,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CAT B: Estimated: $2,281.40 for emergency protective measures, including removal of floodwater from the library building and elevator, as well as itemized materials and equipment used to salvage damaged contents and prevent further water intrusion. Reduced: $2,281.40 for emergency protective measures, materials, and equipment costs claimed, as these do not meet the FY2026 eligibility threshold. Validated: $0. CAT E: Estimated: $54,364.86 for permanent repairs to the library basement, including installation of a drainage system, epoxy flooring, and wall cove to enhance facility water resistance. Reduced: $54,364.86 for permanent work to upgrade the library building’s drainage system and flooring to improve water resistance, as permanent facility upgrades are not eligible. Validated: $0.","<b>CAT B: Estimated:</b> $2,281.40 for emergency protective measures, including removal of floodwater from the library building and elevator, as well as itemized materials and equipment used to salvage damaged contents and prevent further water intrusion. <b>Reduced:</b> $2,281.40 for emergency protective measures, materials, and equipment costs claimed, as these do not meet the FY2026 eligibility threshold. <b>Validated:</b> $0. <b>CAT E: Estimated: </b>$54,364.86 for permanent repairs to the library basement, including installation of a drainage system, epoxy flooring, and wall cove to enhance facility water resistance. <b>Reduced:</b> $54,364.86 for permanent work to upgrade the library building’s drainage system and flooring to improve water resistance, as permanent facility upgrades are not eligible. <b>Validated:</b> $0.<br>"
Kalkaska,E1,Kalkaska Road Commission,County,Complete,complete,0.0,0.0,178470.59,0.0,0.0,0.0,0.0,178470.59,178470.59,"CAT C: Estimated: $206,105.22 for labor, equipment, contract, and materials used to perform permanent repairs to culverts and roadways within the applicant’s jurisdiction due to flooding. Validated: $178,470.59 from applicant provided estimates and photos.","<b>CAT C: Estimated:</b> $206,105.22 for labor, equipment, contract, and materials used to perform permanent repairs to culverts and roadways within the applicant’s jurisdiction due to flooding. <b>Validated: $178,470.59 </b>from applicant provided estimates and photos.  <br>"
Kalkaska,E1,Kalkaska Public Works,,Complete,complete,0.0,0.0,0.0,41889.27,0.0,0.0,0.0,41889.27,41889.27,"CAT D: Estimated: $41,889.27 for labor, materials, and equipment used to repair the dam in-kind with riprap and boulders to contain the pond water following flooding. Validated: $41,889.27 using the applicant-provided invoice and photos documenting both the damages and the completed repair work.","<b>CAT D: Estimated</b>: $41,889.27 for labor, materials, and equipment used to repair the dam in-kind with riprap and boulders to contain the pond water following flooding. <b>Validated</b>: $41,889.27 using the applicant-provided invoice and photos documenting both the damages and the completed repair work.<br>"
Kalkaska,E1,Village of Kalkaska,Municipality,Complete,complete,0.0,0.0,0.0,0.0,60035.0,0.0,0.0,60035.0,60035.0,"CAT E: Estimated: $110,035 for labor, materials, and equipment used to repair building walls, pump, water heater, and to install a power supply. Reduced: $50,000 for inclusion of engineering (soft) costs. Validated: $60,035 using applicant-provided estimates and photos.","<b>CAT E: Estimated:</b> $110,035 for labor, materials, and equipment used to repair building walls, pump, water heater, and to install a power supply. <b>Reduced:</b> $50,000 for inclusion of engineering (soft) costs. <b>Validated:</b> $60,035 using applicant-provided estimates and photos."
Lake,E1,Newkirk,Municipality,Complete,complete,0.0,0.0,123782.58,0.0,0.0,0.0,0.0,123782.58,123782.58,"Category C: Estimated:$123,782.58 for gravel crew labor, gravel installation, and materials used to repair all 13 culverts damaged by flooding. Validated: $123,782.58, based on applicant-provided photos and cost estimates.","Category C: Estimated:$123,782.58 for gravel crew labor, gravel installation, and materials used to repair all 13 culverts damaged by flooding. <b>Validated:</b> $123,782.58, based on applicant-provided photos and cost estimates."
Lake,E1,MDNR- Lake County,Government,Complete,complete,0.0,0.0,0.0,0.0,0.0,0.0,13554.29,13554.29,13554.29,"Category G: Estimated $13,554.29 Validated $13,554.29 for repairs to entire campground to address erosion, damaged roads, and campsites using applicant provided estimates.","<b>Category G: Estimated $13,554.29 Validated $13,554.29</b> for repairs to entire campground to address erosion, damaged roads, and campsites using applicant provided estimates."
Leelanau,E1,Leelanau County,County,Complete,complete,0.0,0.0,5458.15,0.0,0.0,0.0,0.0,5458.15,5458.15,"CAT C Estimated: $5,458.15 for road washout and culvert replacement. Validated: $5,458.15 utilizing Applicant provided cost estimate and damage description.","<b>CAT C Estimated: $5,458.15</b> for road washout and culvert replacement. <b>Validated: $5,458.15</b> utilizing Applicant provided cost estimate and damage description."
Leelanau,E1,MDNR - Leelanau County,Government,Complete,complete,0.0,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,CAT G Estimated: $400 Validated $400.00 for repairs roadway/access site and grading done using applicant provided estimates.,<b>CAT G Estimated: $400 Validated $400.00</b> for repairs roadway/access site and grading done using applicant provided estimates.
Manistee,E1,Manistee City WWTP,City,Complete,complete,0.0,8275.0,0.0,0.0,0.0,0.0,0.0,8275.0,8275.0,"CAT B:  Estimated: $8,789.56 for emergency operations and repairs to the WWTP pump to prevent back pressure within the sewer system. Reduced: $513.76 for regular time hours performing emergency work.  Validated $8,275.80","<b>CAT B:  Estimated: $8,789.56</b> for emergency operations and repairs to the WWTP pump to prevent back pressure within the sewer system.<b> Reduced: $513.76 </b>for regular time hours performing emergency work<b>.</b> <b> Validated $8,275.80</b>"
Manistee,E1,Manistee County Road Commission,County,Complete,complete,4202.0,0.0,1932750.0,0.0,0.0,0.0,0.0,1936952.0,1936952.0,"CAT A: Estimated: $4202.00 for debris removal and road closure for a pond over-flowing county road.  Reduced: $0.00 Validated $4,202.00 debris removal and road closures using invoices & estimates provided.  
CAT C: Estimated: $3,187,287.00 for 3 countywide culverts, 2 bridges, and 17 roads that were washed out due to overland flooding.  Reduced: $1,254,537.00 for two bridges (Johnson & Potter Rd) bridge estimates provided included improvements to the pre-disaster condition which cannot be included in PDA, contingency costs, and engineering costs. Applicant provided adjusted estimates and limited their costs to ""in-kind"" bridge repairs. Terpak Rd had contingency and engineering costs that were removed from the engineer's estimate. Validated: $1,932,750.00 using applicant provided costs, engineer's estimates, photos,and site inspections.","<b>CAT A: Estimated: $4202.00 </b>for debris removal and road closure for a pond over-flowing county road.  <b>Reduced: $0.00 Validated $4,202.00</b> debris removal and road closures using invoices &amp; estimates provided.  <br><b>CAT C: Estimated: $3,187,287.00</b> for 3 countywide culverts, 2 bridges, and 17 roads that were washed out due to overland flooding.  <b>Reduced: $1,254,537.00 for</b> two bridges (Johnson &amp; Potter Rd) bridge estimates provided included improvements to the pre-disaster condition which cannot be included in PDA, contingency costs, and engineering costs. Applicant provided adjusted estimates and limited their costs to &quot;in-kind&quot; bridge repairs. Terpak Rd had contingency and engineering costs that were removed from the engineer&#x27;s estimate. <b>Validated: $1,932,750.00</b> using applicant provided costs, engineer&#x27;s estimates, photos,and site inspections."
Manistee,E1,MDNR - Manistee County,Government,Complete,complete,0.0,0.0,0.0,0.0,0.0,0.0,7744.61,7744.61,7744.61,"CAT G:  Estimated:  $7744.61 for repairs riverbanks, trials and access areas due to flooding. Reduced:  $0.00 Validated $7,744.61 for repairs riverbanks, trials and access areas due to flooding using applicant provided estimates.","<b>CAT G:  Estimated:  $7744.61 </b>for repairs riverbanks, trials and access areas due to flooding. <b>Reduced:  $0.00 Validated $7,744.61</b> for repairs riverbanks, trials and access areas due to flooding using applicant provided estimates."
Marquette,E1,Marquette County Road Commission,County,Complete,complete,0.0,7619.0,380617.0,0.0,0.0,0.0,0.0,388236.0,388236.0,"CAT B: Estimated: $7,619 for emergency protective measures (water diversion and temporary gravel) and emergency cut and toss debris removal. Validated: $7,619 utilizing Applicant provided cost estimates and photos.
CAT C: Estimated: $584,729 for asphalt and gravel road damages (eight sites), culvert repairs (four sites), and stabilization at one site. Reduced: $204,112 for FHWA roads, contingency costs, and on CR LG (River Road) - pre-existing damage to the road. Validated: $380,617 utilizing Applicant provided photos, cost estimate, and FEMA Engineer review.","<b>CAT B: Estimated: $7,619</b> for emergency protective measures (water diversion and temporary gravel) and emergency cut and toss debris removal. <b>Validated: $7,619 </b>utilizing Applicant provided cost estimates and photos.<br><b>CAT C: Estimated: $584,729</b> for asphalt and gravel road damages (eight sites), culvert repairs (four sites), and stabilization at one site. <b>Reduced: $204,112</b> for FHWA roads, contingency costs, and on CR LG (River Road) - pre-existing damage to the road. <b>Validated: $380,617</b> utilizing Applicant provided photos, cost estimate, and FEMA Engineer review."
Marquette,E1,"Ishpeming, City of",City,Complete,complete,0.0,12326.0,0.0,0.0,0.0,0.0,0.0,12326.0,12326.0,"CAT B: Estimated: $13,936 for Emergency Protective Measures including baricading and temporart sinkhole repair. Reduced: $1609.91 for FA straight time. Validated: $12,326.82 utilizing work log and FAL summaries.","<b>CAT B: Estimated: $13,936</b> for Emergency Protective Measures including baricading and temporart sinkhole repair. <b>Reduced: $1609.91</b> for FA straight time. <b>Validated: $12,326.82</b> utilizing work log and FAL summaries."
Mecosta,E1,Mecosta County Parks Commission,County,Complete,complete,0.0,0.0,0.0,0.0,0.0,0.0,632000.0,632000.0,632000.0,"Cat G: Estimated $835,245.00 for trail repairs to site. Reduced $172,945.00 ($14,000 for geotextile fabric, $50,000 for contingency costs, and $108,945.00 for engineering fees) Validated $632,000.00 based off site inspection showing measurements are consistent with estimates, observation that the trail system had boulder retaining walls in place prior to the disaster to support the trail sidleslopes, and review of photos and costs estimates provided by the applicant. FEMA engineer advised that steel Sheetpiles are appropriate as a method of repair to restore the damages to this site that were caused by the event.","<b>Cat G: Estimated $835,245.00</b> for trail repairs to site.<b> Reduced $172,945.00</b> ($14,000 for geotextile fabric, $50,000 for contingency costs, and $108,945.00 for engineering fees) <b>Validated $632,000.00 </b>based off site inspection showing measurements are consistent with estimates, observation that the trail system had boulder retaining walls in place prior to the disaster to support the trail sidleslopes, and review of photos and costs estimates provided by the applicant. FEMA engineer advised that steel Sheetpiles are appropriate as a method of repair to restore the damages to this site that were caused by the event."
Menominee,E1,Menominee County,County,Complete,complete,0.0,0.0,403474.0,0.0,0.0,0.0,0.0,403474.0,403474.0,"Cat C:  Estimated:  $470,574.00  Reduced:  $67,100.00 for being FHWA roads not eligible for FEMA PA  Validated:  $403,474.00 using applicant provided descriptions, maps/photos, and cost estimates.  Original photos supplied showed #5 Lane submerged under water. Photos provided 5/26/2026 show the water has  receded  and damages were confirmed.","<b>Cat C</b>:  <b>Estimated: </b> $470,574.00  <b>Reduced:</b>  $67,100.00 for being FHWA roads not eligible for FEMA PA  <b>Validated:</b>  $403,474.00 using applicant provided descriptions, maps/photos, and cost estimates.  Original photos supplied showed #5 Lane submerged under water. Photos provided 5/26/2026 show the water has  receded  and damages were confirmed."
Missaukee,E1,Missaukee County Road Commission,County,Complete,complete,0.0,0.0,286453.0,0.0,0.0,0.0,0.0,286453.0,286453.0,"CAT C: Estimated $306,064 for damages to 20 roads and culverts county wide. Reduced $19,611 for FHWA roads. Validated $286,453 utilizing Applicant provided photos, damages descriptions and detailed cost estimates/summaries.","<b>CAT C: Estimated $306,064</b> for damages to 20 roads and culverts county wide. <b>Reduced $19,611</b> for FHWA roads. <b>Validated $286,453</b> utilizing Applicant provided photos, damages descriptions and detailed cost estimates/summaries."
Montcalm,E1,Sheridan Fire Department,Municipality,Complete,complete,0.0,12521.62,0.0,0.0,0.0,0.0,0.0,12521.62,12521.62,"CAT B: Estimated $12,521.62 for emergency protective measures and calls directly related to the disaster. Validated $12,521.62 utilizing Applicant provided cost summary and EMP descriptions.","<b>CAT B: Estimated $12,521.62</b> for emergency protective measures and calls directly related to the disaster. <b>Validated $12,521.62 </b>utilizing Applicant provided cost summary and EMP descriptions."
Montcalm,E1,"Stanton, City of",City,Complete,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CAT B: Estimated $2,183.88 for emergency protective measures city wide inculding barricading off roads, clearing debris, and clearing gravel/sand from drains. Reduced: $2,183.88  for not meeting FY26 minimum project threshold of $4,100.","<b>CAT B: Estimated $2,183.88</b> for emergency protective measures city wide inculding barricading off roads, clearing debris, and clearing gravel/sand from drains. <b>Reduced: $2,183.88</b>  for not meeting FY26 minimum project threshold of $4,100."
Montcalm,E1,Montcalm County Road Commission,County,Complete,complete,23413.01,16029.02,0.0,0.0,0.0,0.0,0.0,39442.03,39442.03,"CAT A: Estimated $23,413.01 for woody debris removal activities on county roads. Validated: $23,413.01 utilizing Applicant provided cost summary and work logs. 
CAT B: Estimated $16,029.02 for closing county roads damaged by the disaster. Validated: $16,029.02 utilizing Applicant provided cost summary and work logs.
CAT C: Estimated $120,404.88 for damage to county roads caused by the disaster. Reduced: $120,404.88 Unable to validate any of the Applicant permanent work claims - Applicant did not provide locations for claimed damages or dimensions.","CAT A: Estimated $23,413.01 for woody debris removal activities on county roads. <b>Validated: $23,413.01</b> utilizing Applicant provided cost summary and work logs. <br><b>CAT B: Estimated $16,029.02 </b>for closing county roads damaged by the disaster. <b>Validated: $16,029.02 </b>utilizing Applicant provided cost summary and work logs.<br><b>CAT C: Estimated $120,404.88 </b>for damage to county roads caused by the disaster. <b>Reduced: $120,404.88 </b>Unable to validate any of the Applicant permanent work claims - Applicant did not provide locations for claimed damages or dimensions."
Montmorency,E1,PIE&G,Co Op,Complete,complete,0.0,2852.51,0.0,0.0,0.0,0.0,0.0,2852.51,2852.51,"CAT B Estimated: $2,852.51 for EOC operations to monitor high risk areas. Validated $2,852.510 utilizing Applicant activity description and cost summary.","<b>CAT B Estimated: $2,852.51 </b>for EOC operations to monitor high risk areas. <b>Validated $2,852.510</b> utilizing Applicant activity description and cost summary."
Montmorency,E1,Montmorency County Road Commission,Government,Complete,complete,0.0,0.0,57128.0,0.0,0.0,0.0,0.0,57128.0,57128.0,"CAT C Estimated: $69,097 gravel road repairs on local and primary roads. Reduced: $11,969 for major collector and primary roads, these road classifications are ineligible for assistance under FEMA's PA program. Validated: $57,128 utilizing applicant supplied invoices and labor records.","<b>CAT C Estimated: $69,097</b> gravel road repairs on local and primary roads. <b>Reduced: $11,969</b> for major collector and primary roads, these road classifications are ineligible for assistance under FEMA&#x27;s PA program. <b>Validated: $57,128 </b>utilizing applicant supplied invoices and labor records."
Muskegon,E1,Emergency Operations Center (EOC),County,Complete,complete,0.0,28154.28,109000.0,0.0,0.0,0.0,168313.65,305467.93,305467.93,"Cat B: Estimated: $28,154.28 for emergency protective measures at the cities of Whitehall, and North Muskegon. After RFI, Applicant provided clarification on its utilization of various agencies to assist with emergency operations. Validated: $28,154.28 utilizing Applicant provided cost summary report.
Cat C: Estimated: $60,000 for washout of city-owned pedestrian bridge, a corresponding road and culvert was also washed out near Baldwin Rd. After RFI, Applicant sent updated documentation increasing requested costs to $136,250.00. Reduced: $27,250.00 for engineering costs included in estimate. Validated $109,000.00 utilizing Applicant photos and cost estimate provided in RFI response.
Cat G: Estimated: $457,853.46 for total roadway and culvert repairs at Meinert Park and Moore Park. Reduced: $289,539.81 for estimated costs exceeded FEMA engineer's estimate after cost reductions for mitigation.  Validated: $168,313.65 utilizing Applicant photos and cost summary reports provided in RFI response and FEMA engineer's estimated costs.","<b>Cat B: Estimated: $28,154.28</b> for emergency protective measures at the cities of Whitehall, and North Muskegon. After RFI, Applicant provided clarification on its utilization of various agencies to assist with emergency operations. <b>Validated: $28,154.28 </b>utilizing Applicant provided cost summary report.<br><b>Cat C: Estimated: $60,000 </b>for washout of city-owned pedestrian bridge, a corresponding road and culvert was also washed out near Baldwin Rd. After RFI, Applicant sent <b>updated documentation increasing requested costs to $136,250.00</b>. <b>Reduced: $27,250.00</b> for engineering costs included in estimate.<b> Validated $109,000.00</b> utilizing Applicant photos and cost estimate provided in RFI response.<br><b>Cat G: Estimated: $457,853.46 </b>for total roadway and culvert repairs at Meinert Park and Moore Park. <b>Reduced: $289,539.81 </b>for<b> </b>estimated costs exceeded FEMA engineer&#x27;s estimate after cost reductions for mitigation.  <b>Validated: $168,313.65</b> utilizing Applicant photos and cost summary reports provided in RFI response and FEMA engineer&#x27;s estimated costs."
Newaygo,E1,Bridgeton Township,Government,Complete,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Cat A: Estimated: $1,842.00 for debris removal (mud) from boat launch drive. Reduced: $1,842.00 for not meeting FY26 minimum threshold of $4,100.
Cat B: Estimated: $54.00 for damaged warning sign. Reduced: $54.00 for not meeting FY26 minimum threshold of $4,100.
Cat C: Estimated: $342.00 for boat launch drive washed out from flood. Reduced: $342.00 for not meeting FY26 minimum threshold of $4,100.","<b>Cat A: Estimated: $1,842.00</b> for debris removal (mud) from boat launch drive. <b>Reduced: $1,842.00</b> for not meeting FY26 minimum threshold of $4,100.<br><b>Cat B: Estimated: $54.00</b> for damaged warning sign. <b>Reduced: $54.00 </b>for not meeting FY26 minimum threshold of $4,100.<br><b>Cat C: Estimated: $342.00 </b>for boat launch drive washed out from flood. <b>Reduced: $342.00</b> for not meeting FY26 minimum threshold of $4,100."
Newaygo,E1,City of Grant,Government,Complete,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Cat B: Estimated: $3,159.00 for emergency protective measures. Ashland Grant Fire Department conducted emergency response operations due to flooding conditions. Reduced: $3,159.00 for not meeting FY26 minimum threshold of $4,100.","<b>Cat B: Estimated: $3,159.00 </b>for emergency protective measures. Ashland Grant Fire Department conducted emergency response operations due to flooding conditions. <b>Reduced: $3,159.00</b> for not meeting FY26 minimum threshold of $4,100."
Newaygo,E1,City of Newaygo,Government,Complete,complete,0.0,5422.4,0.0,0.0,0.0,0.0,0.0,5422.4,5422.4,"Cat B: Estimated: $5,422.40 for emergency protective measures. Newaygo Fire Department conducted emergency response operations due to flooding conditions. Validated: $5,422.40 utilizing Applicant provided cost summary.","<b>Cat B: Estimated: $5,422.40</b> for emergency protective measures. Newaygo Fire Department conducted emergency response operations due to flooding conditions. <b>Validated: $5,422.40 </b>utilizing Applicant provided cost summary."
Newaygo,E1,County of Newaygo,County,Complete,complete,0.0,11142.0,248373.84,0.0,0.0,0.0,0.0,259515.84,259515.84,"Cat A: Estimated: $879.00 for debris removal from 5 drains. Reduced: $879.00 for not meeting FY26 minimum threshold of $4,100.
Cat B: Estimated: $11,142.00 for emergency protective measures. Due to flooding conditions, the Emergency Operations Center was activated and Newaygo County Sheriff's office performed evacuations and hazard remediation. Validated: $11,142.00 utilizing Applicant provided damage inventory and cost summary reports.
Cat C: Estimated: 254,395.78 for culvert wash out and riprap replacement. Reduced: $6,021.94 for including FHWA road. (Spruce north of 1 Mile).Validated: $248,373.84 utilizing applicant provided estimates and invoices provided. 
Cat G: Estimated: $230.00 for 12' footbridge at White Cloud County Park Trail washed out downstream. Reduced: $230.00 for not meeting FY26 minimum threshold of $4,100.","<b>Cat A: Estimated: $879.00</b> for debris removal from 5 drains.<b> Reduced: $879.00</b> for not meeting FY26 minimum threshold of $4,100.<br><b>Cat B: Estimated: $11,142.00</b> for emergency protective measures. Due to flooding conditions, the Emergency Operations Center was activated and Newaygo County Sheriff&#x27;s office performed evacuations and hazard remediation. <b>Validated: $11,142.00</b> utilizing Applicant provided damage inventory and cost summary reports.<br><b>Cat C: Estimated: 254,395.78</b> for culvert wash out and riprap replacement. <b>Reduced: $6,021.94</b> for including FHWA road. (Spruce north of 1 Mile).Validated: <b>$248,373.84 </b>utilizing applicant provided estimates and invoices provided. <br><b>Cat G: Estimated: $230.00</b> for 12&#x27; footbridge at White Cloud County Park Trail washed out downstream. <b>Reduced: $230.00</b> for not meeting FY26 minimum threshold of $4,100.  <br><br>"
Newaygo,E1,Village of Hesperia,Government,Complete,complete,0.0,32534.0,0.0,0.0,0.0,0.0,0.0,32534.0,32534.0,"Cat B: Estimated: $32,534 for emergency protective measures at Hesperia Dam, including sandbagging and excavation operations necessary to mitigate immediate threats due to flooding. Validated: $32,534.25 utilizing Applicant provide cost summary and photos.","Cat B: Estimated: $32,534 for emergency protective measures at Hesperia Dam, including sandbagging and excavation operations necessary to mitigate immediate threats due to flooding. <b>Validated: $32,534.25</b> utilizing Applicant provide cost summary and photos."
Newaygo,E1,Great Lakes Energy Co-Op,PNP,Complete,complete,0.0,0.0,0.0,0.0,0.0,11697.359999999999,0.0,11697.36,11697.359999999999,"CAT F:  Estimated: $11,697.36   for power outage and restoration due to flooding.  Validated: $11,697.36  utilizing applicant provided cost summaries.","CAT F:  <b>Estimated: </b>$11,697.36   for power outage and restoration due to flooding. <b> Validated:</b> $11,697.36  utilizing applicant provided cost summaries."
Newaygo,E1,MDNR - Newaygo County,Government,Complete,complete,0.0,0.0,0.0,0.0,0.0,0.0,4515.0,4515.0,4515.0,"CAT G: Estimated $4,515  Validated $4,515 to repair washout around vault, and pumping vault using applicant provided estimates.","<b>CAT G: Estimated $4,515  Validated $4,515</b> to repair washout around vault, and pumping vault using applicant provided estimates."
Ogemaw,E1,Ogemaw County Road Commission,County,Complete,complete,0.0,0.0,106500.0,0.0,0.0,0.0,0.0,106500.0,106500.0,"Cat C - Estimated $130,500 for road damages and repairs to culvert failures after storm. Reduced $24,000 for ineligible FHWA roads (Sage Lake at Boat Launt and Sage Lake E of Dump). Validated $106,500 based on applicant documentation","<b>Cat C - Estimated $130,500</b> for road damages and repairs to culvert failures after storm. <b>Reduced </b>$24,000 for ineligible FHWA roads (Sage Lake at Boat Launt and Sage Lake E of Dump). <b>Validated $106,500</b> based on applicant documentation"
Ogemaw,E1,Ogemaw District Library,Government,Complete,complete,0.0,0.0,0.0,0.0,10405.0,0.0,0.0,10405.0,10405.0,"Cat. E- Estimated $10,405 for furnace replacement, basement was flooded and furnace was damaged in flood.  Validated $10.405 applicant provided a letter from insurance company validating that their deductible was $25,000.  The costs to replace the furnace were less than the deductible.","<b>Cat. E- Estimated $10,405</b> for furnace replacement, basement was flooded and furnace was damaged in flood.  <b>Validated $10.405</b> applicant provided a letter from insurance company validating that their deductible was $25,000.  The costs to replace the furnace were less than the deductible."
Ogemaw,E1,MDNR - Ogemaw County,Government,Complete,complete,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,6000.0,"Cat. G- Estimated $6,000 Validated $6,000 to repair roads from washouts using applicant provided estimates.","Cat. G- Estimated $6,000 Validated $6,000 to repair roads from washouts using applicant provided estimates."
Osceola,E1,Evart Area Fire Department,Government,Complete,complete,0.0,166516.06,0.0,0.0,0.0,0.0,0.0,166516.06,166516.06,,
Osceola,E1,Lincoln Township Fire Department,Government,Complete,complete,0.0,10048.0,0.0,0.0,0.0,0.0,0.0,10048.0,10048.0,,
Osceola,E1,Osceola County Road Commission,Government,Complete,complete,0.0,95000.0,861500.0,0.0,0.0,0.0,0.0,956500.0,956500.0,,
Osceola,E1,Osceola County Emergency Management,Government,Complete,complete,12073.6,8976.97,0.0,0.0,0.0,0.0,0.0,21050.57,21050.57,,
Osceola,E1,Evart City,Government,Complete,complete,5940.665,0.0,24790.0,0.0,0.0,0.0,7259.0,37989.67,37989.665,,
Osceola,E1,Hersey Township,Government,Complete,complete,5474.8,7087.32,0.0,0.0,0.0,0.0,0.0,12562.12,12562.119999999999,,
Osceola,E1,Great Lakes Energy Co-Op - Osceola,PNP,Complete,complete,0.0,0.0,0.0,0.0,0.0,25385.76,0.0,25385.76,25385.76,,
Osceola,E1,MDNR - Osceola County,Government,Complete,complete,0.0,0.0,0.0,0.0,0.0,0.0,27500.0,27500.0,27500.0,,
Oscoda,E1,Oscoda County Road Commission,County,Complete,complete,0.0,7058.07,82348.05,0.0,0.0,0.0,0.0,89406.12,89406.12,"Cat B - Estimated $7,058.07 for emergency response measures and emergency signage. Validated: $7,058.07 from applicant documentation. 
Cat C - Estimated $97,537.24 for road repairs including labor, materials and equipment. RFI sent to applicant verify the name of the claimed facility Reduced: $15,189.19 for claimed damages that are on FHWA roads. Validated: $82,348.05 based on applicant documentation","<b>Cat B - Estimated $7,058.07</b> for emergency response measures and emergency signage.<b> Validated: $7,058.07</b> from applicant documentation. <br><b>Cat C - Estimated $97,537.24</b> for road repairs including labor, materials and equipment. RFI sent to applicant verify the name of the claimed facility <b>Reduced: $15,189.19</b> for claimed damages that are on FHWA roads. <b>Validated: $82,348.05</b> based on applicant documentation"
Oscoda,E1,MDNR - Oscoda County,Government,Complete,complete,0.0,0.0,0.0,0.0,0.0,0.0,1036.0,1036.0,1036.0,"Cat G - Estimated $1,036 Validated $1,036 for gravel road washout repairs applicant provided estimates","Cat G - Estimated $1,036 Validated $1,036 for gravel road washout repairs applicant provided estimates"
Presque Isle,E1,PIE&G - Presque Isle,Co Op,Complete,complete,0.0,0.0,0.0,0.0,0.0,14620.0,0.0,14620.0,14620.0,"CAT F Estimated: $14,620 for damages to underground gas mainline, gas meters and connections. Validated $14,620 utilizing Applicant provided damage descriptions and cost summary.","<b>CAT F Estimated: $14,620 </b>for damages to underground gas mainline, gas meters and connections. <b>Validated $14,620</b> utilizing Applicant provided damage descriptions and cost summary."
Presque Isle,E1,Presque Isle County Rd Commission,County,Complete,complete,0.0,0.0,105000.0,0.0,0.0,0.0,0.0,105000.0,105000.0,"Estimated: $320,000 for damages to 12 roads, sholders, and culverts. Reduced: $215,000 for FHWA roads. Validated $105,000 utilizing applicant provided damage descriptions and cost estimates.","<b>Estimated: $320,000</b> for damages to 12 roads, sholders, and culverts. <b>Reduced: $215,000</b> for FHWA roads. <b>Validated $105,000</b> utilizing applicant provided damage descriptions and cost estimates."
Presque Isle,E1,MDNR - Presque Isle County,Government,Complete,complete,0.0,0.0,0.0,0.0,0.0,0.0,93750.0,93750.0,93750.0,"CAT G Estimated: $93,750 Validated $93,750.00 for repairs to shoreline erosions and road washouts using applicant provided estimates.","CAT G <b>Estimated: $93,750 Validated $93,750.00</b> for repairs to shoreline erosions and road washouts using applicant provided estimates."
Roscommon,E1,Beacon Assembly of God,Other,Complete,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Cat E: Estimated $2,500 for insurance deductible to repair damages to church building. Reduced: $2,500 for not meeting FY26 minimum threshold of $4,100.","<b>Cat E: Estimated $2,500</b> for insurance deductible to repair damages to church building. <b>Reduced: $2,500 </b>for not meeting FY26 minimum threshold of $4,100."
Roscommon,E1,Road Commission,Government,Complete,complete,0.0,0.0,44948.27,0.0,0.0,0.0,0.0,44948.27,44948.27,"Cat C: Estimated: $47,713.27 for damage to the roadway and associated drainage infrastructure. Flood debris plugged the culvert, resulting in water overtopping the road and leading to culvert failure and a washout of the road surface in 5 locations. Reduced: $2,765.00 for engineering costs included in estimate. Validated: $44,948.27 utilizing Applicant provided estimates and detailed photos.","Cat C: Estimated: $47,713.27 for damage to the roadway and associated drainage infrastructure. Flood debris plugged the culvert, resulting in water overtopping the road and leading to culvert failure and a washout of the road surface in 5 locations. <b>Reduced: $2,765.00</b> for engineering costs included in estimate. <b>Validated: $44,948.27</b> utilizing Applicant provided estimates and detailed photos."
Roscommon,E1,Roscommon Township -Sperry Park,Other,Complete,complete,0.0,0.0,0.0,0.0,0.0,0.0,8500.0,8500.0,8500.0,"Cat G: Estimated: $8,500.00 for the replacement of 200 yards of beach sand, installation of a weed barrier, and damage repair to seawall caused by the flooding event. Validated: $8,500.00 utilizing Applicant provided cost estimate.","Cat G: Estimated: $8,500.00 for the replacement of 200 yards of beach sand, installation of a weed barrier, and damage repair to seawall caused by the flooding event. <b>Validated: $8,500.00</b> utilizing Applicant provided cost estimate."
