table_catalog,table_schema,table_name,column_name,ordinal_position,column_default,is_nullable,full_data_type,data_type,character_maximum_length,character_octet_length,numeric_precision,numeric_precision_radix,numeric_scale,datetime_precision,interval_type,interval_precision,maximum_cardinality,is_identity,identity_generation,identity_start,identity_increment,identity_maximum,identity_minimum,identity_cycle,is_generated,generation_expression,is_system_time_period_start,is_system_time_period_end,system_time_period_timestamp_generation,is_updatable,partition_index,comment
openfema,data_products,fima_nfip_policies,longitude,79,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Longitude coordinate of the property
openfema,data_products,fima_nfip_policies,id,80,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Unique identifier for each NFIP policy
openfema,data_products,fima_nfip_policies,femadexLastRefresh,81,null,YES,timestamp,TIMESTAMP,null,null,null,null,null,3,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Date of the last data refresh in FEMA's National Flood Insurance Program database
openfema,data_products,hazard_mitigation_assistance_mitigated_properties,projectIdentifier,0,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Unique identifier for the mitigation project
openfema,data_products,hazard_mitigation_assistance_mitigated_properties,programArea,1,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Area of the hazard mitigation program
openfema,data_products,hazard_mitigation_assistance_mitigated_properties,programFy,2,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Fiscal year of the program
openfema,data_products,hazard_mitigation_assistance_mitigated_properties,disasterNumber,3,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Number assigned to the disaster event
openfema,data_products,hazard_mitigation_assistance_mitigated_properties,propertyPartOfProject,4,null,YES,boolean,BOOLEAN,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Indicates if the property is part of the mitigation project
openfema,data_products,hazard_mitigation_assistance_mitigated_properties,propertyAction,5,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Action taken on the property for mitigation purposes
openfema,data_products,hazard_mitigation_assistance_mitigated_properties,structureType,6,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Type of structure of the property
openfema,data_products,hazard_mitigation_assistance_mitigated_properties,typeOfResidency,7,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Residency status of the property owner
openfema,data_products,hazard_mitigation_assistance_mitigated_properties,foundationType,8,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Type of foundation of the property
openfema,data_products,hazard_mitigation_assistance_mitigated_properties,county,9,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,County where the property is located
openfema,data_products,hazard_mitigation_assistance_mitigated_properties,city,10,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,City where the property is located
openfema,data_products,hazard_mitigation_assistance_mitigated_properties,state,11,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,State where the property is located
openfema,data_products,hazard_mitigation_assistance_mitigated_properties,stateNumberCode,12,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Code assigned to the state
openfema,data_products,hazard_mitigation_assistance_mitigated_properties,region,13,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Region code where the property is located
openfema,data_products,hazard_mitigation_assistance_mitigated_properties,zip,14,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Zip code of the property location
openfema,data_products,hazard_mitigation_assistance_mitigated_properties,damageCategory,15,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Category of damage the property has experienced
openfema,data_products,hazard_mitigation_assistance_mitigated_properties,actualAmountPaid,16,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Actual amount paid for mitigation assistance
openfema,data_products,hazard_mitigation_assistance_mitigated_properties,numberOfProperties,17,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Number of properties included in the mitigation project
openfema,data_products,hazard_mitigation_assistance_mitigated_properties,id,18,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Unique identifier for each record in the table
openfema,data_products,hazard_mitigation_assistance_mitigated_properties,femadexLastRefresh,19,null,YES,timestamp,TIMESTAMP,null,null,null,null,null,3,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Timestamp of the last data refresh from FEMA's database
openfema,data_products,hazard_mitigation_assistance_projects,projectIdentifier,0,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Unique identifier for each project
openfema,data_products,hazard_mitigation_assistance_projects,programArea,1,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Area or category of the program the project falls under
openfema,data_products,hazard_mitigation_assistance_projects,programFy,2,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Fiscal year of the program funding
openfema,data_products,hazard_mitigation_assistance_projects,region,3,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Region where the project is located
openfema,data_products,hazard_mitigation_assistance_projects,state,4,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,State where the project is located
openfema,data_products,hazard_mitigation_assistance_projects,stateNumberCode,5,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Code representing the state
openfema,data_products,hazard_mitigation_assistance_projects,county,6,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,County where the project is located
openfema,data_products,hazard_mitigation_assistance_projects,countyCode,7,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Code representing the county
openfema,data_products,hazard_mitigation_assistance_projects,disasterNumber,8,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Number assigned to the disaster related to the project
openfema,data_products,hazard_mitigation_assistance_projects,projectCounties,9,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Counties involved in the project
openfema,data_products,hazard_mitigation_assistance_projects,projectType,10,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Type or category of the project
openfema,data_products,hazard_mitigation_assistance_projects,status,11,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Current status of the project
openfema,data_products,hazard_mitigation_assistance_projects,recipient,12,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Entity receiving the funding for the project
openfema,data_products,hazard_mitigation_assistance_projects,recipientTribalIndicator,13,null,YES,boolean,BOOLEAN,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Indicator if the recipient is a tribal entity
openfema,data_products,hazard_mitigation_assistance_projects,subrecipient,14,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Entity assisting in the implementation of the project
openfema,data_products,hazard_mitigation_assistance_projects,subrecipientTribalIndicator,15,null,YES,boolean,BOOLEAN,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Indicator if the subrecipient is a tribal entity
openfema,data_products,hazard_mitigation_assistance_projects,dataSource,16,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Source of the data for the project
openfema,data_products,hazard_mitigation_assistance_projects,dateApproved,17,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Date when the project was approved
openfema,data_products,hazard_mitigation_assistance_projects,dateClosed,18,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Date when the project was closed or completed
openfema,data_products,hazard_mitigation_assistance_projects,dateInitiallyApproved,19,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Date when the project was initially approved
openfema,data_products,hazard_mitigation_assistance_projects,projectAmount,20,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Total amount allocated for the project
openfema,data_products,hazard_mitigation_assistance_projects,initialObligationDate,21,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Date when the initial obligation for the project was made
openfema,data_products,hazard_mitigation_assistance_projects,initialObligationAmount,22,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Amount initially obligated for the project
openfema,data_products,hazard_mitigation_assistance_projects,federalShareObligated,23,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Federal share of the total amount obligated for the project
openfema,data_products,hazard_mitigation_assistance_projects,subrecipientAdminCostAmt,24,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Amount allocated for administrative costs to the subrecipient
openfema,data_products,hazard_mitigation_assistance_projects,srmcObligatedAmt,25,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Amount obligated for State and Regional Mitigation Planning
openfema,data_products,hazard_mitigation_assistance_projects,recipientAdminCostAmt,26,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Amount allocated for administrative costs to the recipient
openfema,data_products,hazard_mitigation_assistance_projects,costSharePercentage,27,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Percentage of the project cost shared by different entities
openfema,data_products,hazard_mitigation_assistance_projects,benefitCostRatio,28,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Ratio of project benefits to costs
openfema,data_products,hazard_mitigation_assistance_projects,netValueBenefits,29,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Net value of benefits generated by the project
openfema,data_products,hazard_mitigation_assistance_projects,numberOfFinalProperties,30,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Number of properties involved in the final project
openfema,data_products,hazard_mitigation_assistance_projects,numberOfProperties,31,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Total number of properties involved in the project
openfema,data_products,hazard_mitigation_assistance_projects,id,32,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Unique identifier for each record in the table
openfema,data_products,hazard_mitigation_assistance_projects,femadexLastRefresh,33,null,YES,timestamp,TIMESTAMP,null,null,null,null,null,3,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Date of the last data refresh in FEMA's system
openfema,data_products,hazard_mitigation_assistance_projects_by_nfip_crs_communities,projectIdentifier,0,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_assistance_projects_by_nfip_crs_communities,communityName,1,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_assistance_projects_by_nfip_crs_communities,communityNumber,2,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_assistance_projects_by_nfip_crs_communities,hash,3,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_assistance_projects_by_nfip_crs_communities,lastRefresh,4,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_assistance_projects_by_nfip_crs_communities,id,5,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_assistance_projects_by_nfip_crs_communities,femadexLastRefresh,6,null,YES,timestamp,TIMESTAMP,null,null,null,null,null,3,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_assistance_projects_financial_transactions,projectIdentifier,0,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_assistance_projects_financial_transactions,transactionIdentifier,1,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_assistance_projects_financial_transactions,transactionDate,2,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_assistance_projects_financial_transactions,commitmentIdentifier,3,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_assistance_projects_financial_transactions,accsLine,4,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_assistance_projects_financial_transactions,fundCode,5,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_assistance_projects_financial_transactions,federalShareProjectCostAmt,6,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_assistance_projects_financial_transactions,recipientAdminCostAmt,7,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_assistance_projects_financial_transactions,subrecipientAdminCostAmt,8,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_assistance_projects_financial_transactions,subrecipientMgmtCostAmt,9,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_assistance_projects_financial_transactions,id,10,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_assistance_projects_financial_transactions,femadexLastRefresh,11,null,YES,timestamp,TIMESTAMP,null,null,null,null,null,3,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,disasterNumber,0,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,declarationDate,1,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,disasterType,2,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,incidentType,3,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,title,4,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,region,5,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,state,6,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,disasterCloseoutStatus,7,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,hmgpCloseoutStatus,8,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,disasterCloseoutDate,9,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,hmgpReconciliationDate,10,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,disasterDueDateForNewApps,11,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,disasterPopEndDate,12,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,hmgpPopEndDate,13,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,hmgpPopExtnDate,14,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,hmgpPopExtnNum,15,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,liqPeriodDate,16,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,liqPeriodMaxDate,17,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,liqPeriodMaxPopNum,18,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,liqPeriodMaxExtDate,19,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,liqPeriodMaxExtNum,20,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,lockedInCeilingAmount,21,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,mitigationDollarsAvailable,22,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,obligatedTotalAmount,23,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,obligatedInitiativeAmount,24,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,obligatedPlanningAmount,25,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,obligatedRegularAmount,26,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,obligatedRecipientAdmin,27,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,obligatedSubrecipientAdmin,28,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,obligatedRecipientMgmtAmt,29,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,obligatedSubrecipMgmtAmt,30,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,pendingProjectsQuantity,31,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,pendingFedShareProposedAmt,32,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,hash,33,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,lastRefresh,34,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,id,35,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_grant_program_disaster_summaries,femadexLastRefresh,36,null,YES,timestamp,TIMESTAMP,null,null,null,null,null,3,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
openfema,data_products,hazard_mitigation_plan_statuses,femaRegion,0,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The FEMA region number where the jurisdiction is located
openfema,data_products,hazard_mitigation_plan_statuses,stateAbbreviation,1,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The abbreviation of the state where the jurisdiction is located
openfema,data_products,hazard_mitigation_plan_statuses,state,2,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The full name of the state where the jurisdiction is located
openfema,data_products,hazard_mitigation_plan_statuses,countyName,3,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The name of the county where the jurisdiction is located
openfema,data_products,hazard_mitigation_plan_statuses,placeName,4,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The name of the place where the jurisdiction is located
openfema,data_products,hazard_mitigation_plan_statuses,jurisdictionType,5,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"The type of jurisdiction (e.g., city, town, village)"
openfema,data_products,hazard_mitigation_plan_statuses,planTitle,6,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The title of the hazard mitigation plan
openfema,data_products,hazard_mitigation_plan_statuses,planType,7,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"The type of hazard mitigation plan (e.g., local, regional)"
openfema,data_products,hazard_mitigation_plan_statuses,apaDate,8,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The date of the plan's approval by the appropriate authority
openfema,data_products,hazard_mitigation_plan_statuses,planApprovalDate,9,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The date when the hazard mitigation plan was approved
openfema,data_products,hazard_mitigation_plan_statuses,planExpirationDate,10,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The date when the hazard mitigation plan expires
openfema,data_products,hazard_mitigation_plan_statuses,planStatus,11,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The current status of the hazard mitigation plan
openfema,data_products,hazard_mitigation_plan_statuses,jurisdictionStatus,12,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The status of the jurisdiction in relation to the hazard mitigation plan
